"school_year","school_year_offset","sis_user_id","grade_level","course_id","course_name","course_track","section_id","assessment_window","sequence_index","attendance_category","attendance_probability","score","posterior_readiness_after","is_present_bool","next_sequence_index","next_assessment_window","next_score","next_present","next_readiness","support_risk_next","support_risk_next_45","current_absent","current_readiness_missing","current_readiness","current_readiness_z","sequence_z","readiness_below_45","readiness_45_to_60","readiness_above_60","semester_sin","semester_cos","annual_sin","annual_cos"
"2023-2024",5,"SYN-SIS-000517",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y05-SEC-014","end_of_year",12,"normal",0.9247,54.12,53.3827,TRUE,13,"beginning_of_year",51.27,TRUE,51.6259,0,0,0,0,53.3827,0.203027857314174,1.3179254321349,0,8.3827,0,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000517",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y06-SEC-020","beginning_of_year",13,"normal",0.9247,51.27,51.6259,TRUE,14,"end_of_year",59.53,TRUE,58.3725,0,0,0,0,51.6259,0.104738174434584,1.58117768909793,0,6.6259,0,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000518",9,"MATH-GEOM","Geometry","regular","Y04-SEC-007","beginning_of_year",9,"normal",0.9167,44.85,44.8733,TRUE,10,"end_of_year",0,FALSE,NA,1,1,0,0,44.8733,-0.273057199320379,0.528168661245813,0.1267,0,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000518",9,"MATH-GEOM","Geometry","regular","Y04-SEC-007","end_of_year",10,"normal",0.9167,0,NA,FALSE,11,"beginning_of_year",48.67,TRUE,48.1256,1,0,1,1,45.1174,-0.259400259662531,0.791420918208843,0,0.117400000000004,0,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000518",10,"MATH-ALG2","Algebra 2","regular","Y05-SEC-006","beginning_of_year",11,"normal",0.9167,48.67,48.1256,TRUE,12,"end_of_year",59.43,TRUE,57.6449,0,0,0,0,48.1256,-0.0910970811343076,1.05467317517187,0,3.1256,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000518",10,"MATH-ALG2","Algebra 2","regular","Y05-SEC-006","end_of_year",12,"normal",0.9167,59.43,57.6449,TRUE,13,"beginning_of_year",51.32,TRUE,52.0907,0,0,0,0,57.6449,0.441489996641012,1.3179254321349,0,12.6449,0,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000518",11,"MATH-PRECALC","Precalculus","regular","Y06-SEC-017","beginning_of_year",13,"normal",0.9167,51.32,52.0907,TRUE,14,"end_of_year",52.59,TRUE,52.4311,0,0,0,0,52.0907,0.13074286740045,1.58117768909793,0,7.0907,0,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000519",9,"MATH-AP-PRECALC","AP Precalculus","ap","Y04-SEC-016","beginning_of_year",9,"high",0.9918,46.2,46.9448,TRUE,10,"end_of_year",49.14,TRUE,48.8938,1,0,0,0,46.9448,-0.157160638479606,0.528168661245813,0,1.9448,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000519",9,"MATH-AP-PRECALC","AP Precalculus","ap","Y04-SEC-016","end_of_year",10,"high",0.9918,49.14,48.8938,TRUE,11,"beginning_of_year",42.52,TRUE,43.5998,1,1,0,0,48.8938,-0.0481177241283303,0.791420918208843,0,3.8938,0,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000519",10,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y05-SEC-022","beginning_of_year",11,"high",0.9918,42.52,43.5998,TRUE,12,"end_of_year",49.11,TRUE,48.469,1,0,0,0,43.5998,-0.344307148743852,1.05467317517187,1.4002,0,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000519",10,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y05-SEC-022","end_of_year",12,"high",0.9918,49.11,48.469,TRUE,13,"beginning_of_year",48.58,TRUE,48.7053,1,0,0,0,48.469,-0.0718844917098704,1.3179254321349,0,3.469,0,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000519",11,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y06-SEC-023","beginning_of_year",13,"high",0.9918,48.58,48.7053,TRUE,14,"end_of_year",0,FALSE,NA,1,1,0,0,48.7053,-0.0586639475019656,1.58117768909793,0,3.7053,0,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000520",9,"MATH-GEOM","Geometry","regular","Y04-SEC-005","beginning_of_year",9,"normal",0.9393,60.74,58.2976,TRUE,10,"end_of_year",62.86,TRUE,61.8425,0,0,0,0,58.2976,0.478007344099748,0.528168661245813,0,13.2976,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000520",9,"MATH-GEOM","Geometry","regular","Y04-SEC-005","end_of_year",10,"normal",0.9393,62.86,61.8425,TRUE,11,"beginning_of_year",61.17,TRUE,61.0172,0,0,0,0,61.8425,0.676337886472163,0.791420918208843,0,15,1.8425,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000520",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y05-SEC-010","beginning_of_year",11,"normal",0.9393,61.17,61.0172,TRUE,12,"end_of_year",61.78,TRUE,61.4237,0,0,0,0,61.0172,0.630163890980061,1.05467317517187,0,15,1.0172,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000520",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y05-SEC-010","end_of_year",12,"normal",0.9393,61.78,61.4237,TRUE,13,"beginning_of_year",62.95,TRUE,62.5541,0,0,0,0,61.4237,0.652906807698271,1.3179254321349,0,15,1.4237,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000520",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y06-SEC-013","beginning_of_year",13,"normal",0.9393,62.95,62.5541,TRUE,14,"end_of_year",66.06,TRUE,65.3306,0,0,0,0,62.5541,0.716150579059319,1.58117768909793,0,15,2.5541,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000521",9,"MATH-ALG1","Algebra 1","regular","Y04-SEC-002","beginning_of_year",9,"normal",0.8931,58.76,56.6248,TRUE,10,"end_of_year",64.08,TRUE,62.6526,0,0,0,0,56.6248,0.384417304527242,0.528168661245813,0,11.6248,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000521",9,"MATH-ALG1","Algebra 1","regular","Y04-SEC-002","end_of_year",10,"normal",0.8931,64.08,62.6526,TRUE,11,"beginning_of_year",58.98,TRUE,59.1808,0,0,0,0,62.6526,0.721661470318222,0.791420918208843,0,15,2.6526,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000521",10,"MATH-GEOM","Geometry","regular","Y05-SEC-005","beginning_of_year",11,"normal",0.8931,58.98,59.1808,TRUE,12,"end_of_year",62.73,TRUE,61.891,0,0,0,0,59.1808,0.527420736585662,1.05467317517187,0,14.1808,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000521",10,"MATH-GEOM","Geometry","regular","Y05-SEC-005","end_of_year",12,"normal",0.8931,62.73,61.891,TRUE,13,"beginning_of_year",63.65,TRUE,63.1606,0,0,0,0,61.891,0.679051371000658,1.3179254321349,0,15,1.891,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000521",11,"MATH-ALG2-H","Honors Algebra 2","honors","Y06-SEC-010","beginning_of_year",13,"normal",0.8931,63.65,63.1606,TRUE,14,"end_of_year",70.43,TRUE,69.056,0,0,0,0,63.1606,0.75008312269916,1.58117768909793,0,15,3.1606,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000522",9,"MATH-GEOM","Geometry","regular","Y04-SEC-005","beginning_of_year",9,"normal",0.9099,33.08,34.9297,TRUE,10,"end_of_year",38.55,TRUE,38.2226,1,1,0,0,34.9297,-0.829383070609934,0.528168661245813,10.0703,0,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000522",9,"MATH-GEOM","Geometry","regular","Y04-SEC-005","end_of_year",10,"normal",0.9099,38.55,38.2226,TRUE,11,"beginning_of_year",35.89,TRUE,36.4515,1,1,0,0,38.2226,-0.645151458158772,0.791420918208843,6.7774,0,0,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000522",10,"MATH-ALG2","Algebra 2","regular","Y05-SEC-008","beginning_of_year",11,"normal",0.9099,35.89,36.4515,TRUE,12,"end_of_year",46.41,TRUE,45.1055,1,0,0,0,36.4515,-0.744241199363258,1.05467317517187,8.5485,0,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000522",10,"MATH-ALG2","Algebra 2","regular","Y05-SEC-008","end_of_year",12,"normal",0.9099,46.41,45.1055,TRUE,13,"beginning_of_year",41.66,TRUE,42.2758,1,1,0,0,45.1055,-0.260066042464368,1.3179254321349,0,0.105499999999999,0,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000522",11,"MATH-PRECALC","Precalculus","regular","Y06-SEC-017","beginning_of_year",13,"normal",0.9099,41.66,42.2758,TRUE,14,"end_of_year",45.59,TRUE,45.2227,1,0,0,0,42.2758,-0.418382478965037,1.58117768909793,2.7242,0,0,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000523",9,"MATH-GEOM","Geometry","regular","Y04-SEC-007","beginning_of_year",9,"high",0.9393,20.56,24.3524,TRUE,10,"end_of_year",30.06,TRUE,29.6549,1,1,0,0,24.3524,-1.42116327480067,0.528168661245813,20.6476,0,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000523",9,"MATH-GEOM","Geometry","regular","Y04-SEC-007","end_of_year",10,"high",0.9393,30.06,29.6549,TRUE,11,"beginning_of_year",18.38,TRUE,20.5285,1,1,0,0,29.6549,-1.12449829104098,0.791420918208843,15.3451,0,0,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000523",10,"MATH-ALG2","Algebra 2","regular","Y05-SEC-007","beginning_of_year",11,"high",0.9393,18.38,20.5285,TRUE,12,"end_of_year",31.37,TRUE,30.2991,1,1,0,0,20.5285,-1.63510334672876,1.05467317517187,24.4715,0,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000523",10,"MATH-ALG2","Algebra 2","regular","Y05-SEC-007","end_of_year",12,"high",0.9393,31.37,30.2991,TRUE,13,"beginning_of_year",33.25,TRUE,33.2178,1,1,0,0,30.2991,-1.08845650272641,1.3179254321349,14.7009,0,0,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000523",11,"MATH-PRECALC","Precalculus","regular","Y06-SEC-015","beginning_of_year",13,"high",0.9393,33.25,33.2178,TRUE,14,"end_of_year",39.18,TRUE,38.6127,1,1,0,0,33.2178,-0.925160682245619,1.58117768909793,11.7822,0,0,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000524",9,"MATH-GEOM","Geometry","regular","Y04-SEC-007","beginning_of_year",9,"normal",0.9387,30.8,33.0034,TRUE,10,"end_of_year",36.49,TRUE,36.2282,1,1,0,0,33.0034,-0.937155962305605,0.528168661245813,11.9966,0,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000524",9,"MATH-GEOM","Geometry","regular","Y04-SEC-007","end_of_year",10,"normal",0.9387,36.49,36.2282,TRUE,11,"beginning_of_year",35.41,TRUE,35.7829,1,1,0,0,36.2282,-0.756734417821257,0.791420918208843,8.7718,0,0,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000524",10,"MATH-ALG2","Algebra 2","regular","Y05-SEC-008","beginning_of_year",11,"normal",0.9387,35.41,35.7829,TRUE,12,"end_of_year",39.31,TRUE,39.019,1,1,0,0,35.7829,-0.781648122162265,1.05467317517187,9.2171,0,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000524",10,"MATH-ALG2","Algebra 2","regular","Y05-SEC-008","end_of_year",12,"normal",0.9387,39.31,39.019,TRUE,13,"beginning_of_year",0,FALSE,NA,1,1,0,0,39.019,-0.600594363756845,1.3179254321349,5.981,0,0,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000524",11,"MATH-PRECALC","Precalculus","regular","Y06-SEC-014","beginning_of_year",13,"normal",0.9387,0,NA,FALSE,14,"end_of_year",0,FALSE,NA,1,1,1,1,41.32115,-0.471793365668703,1.58117768909793,3.67885,0,0,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000525",9,"MATH-ALG1","Algebra 1","regular","Y04-SEC-001","beginning_of_year",9,"high",0.9885,38.41,39.4326,TRUE,10,"end_of_year",49.17,TRUE,47.7886,1,0,0,0,39.4326,-0.577454215282916,0.528168661245813,5.5674,0,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000525",9,"MATH-ALG1","Algebra 1","regular","Y04-SEC-001","end_of_year",10,"high",0.9885,49.17,47.7886,TRUE,11,"beginning_of_year",44.35,TRUE,44.8605,1,1,0,0,47.7886,-0.109951602497252,0.791420918208843,0,2.7886,0,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000525",10,"MATH-GEOM","Geometry","regular","Y05-SEC-005","beginning_of_year",11,"high",0.9885,44.35,44.8605,TRUE,12,"end_of_year",54.7,TRUE,53.2182,0,0,0,0,44.8605,-0.273773335443363,1.05467317517187,0.139499999999998,0,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000525",10,"MATH-GEOM","Geometry","regular","Y05-SEC-005","end_of_year",12,"high",0.9885,54.7,53.2182,TRUE,13,"beginning_of_year",46.83,TRUE,47.7136,1,0,0,0,53.2182,0.193824389171134,1.3179254321349,0,8.2182,0,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000525",11,"MATH-ALG2","Algebra 2","regular","Y06-SEC-008","beginning_of_year",13,"high",0.9885,46.83,47.7136,TRUE,14,"end_of_year",57.22,TRUE,55.7653,0,0,0,0,47.7136,-0.114147712592864,1.58117768909793,0,2.7136,0,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000526",9,"MATH-ALG1","Algebra 1","regular","Y04-SEC-002","beginning_of_year",9,"normal",0.9293,85.1,78.8776,TRUE,10,"end_of_year",87.58,TRUE,85.4411,0,0,0,0,78.8776,1.62941995433538,0.528168661245813,0,15,18.8776,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000526",9,"MATH-ALG1","Algebra 1","regular","Y04-SEC-002","end_of_year",10,"normal",0.9293,87.58,85.4411,TRUE,11,"beginning_of_year",80.95,TRUE,80.7474,0,0,0,0,85.4411,1.99663553583594,0.791420918208843,0,15,25.4411,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000526",10,"MATH-GEOM","Geometry","regular","Y05-SEC-004","beginning_of_year",11,"normal",0.9293,80.95,80.7474,TRUE,12,"end_of_year",83.79,TRUE,82.5276,0,0,0,0,80.7474,1.73403177642569,1.05467317517187,0,15,20.7474,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000526",10,"MATH-GEOM","Geometry","regular","Y05-SEC-004","end_of_year",12,"normal",0.9293,83.79,82.5276,TRUE,13,"beginning_of_year",82.89,TRUE,82.137,0,0,0,0,82.5276,1.83363064565511,1.3179254321349,0,15,22.5276,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000526",11,"MATH-ALG2-H","Honors Algebra 2","honors","Y06-SEC-009","beginning_of_year",13,"normal",0.9293,82.89,82.137,TRUE,14,"end_of_year",81.28,TRUE,80.7253,0,0,0,0,82.137,1.81177730427717,1.58117768909793,0,15,22.137,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000527",9,"MATH-ALG2-H","Honors Algebra 2","honors","Y04-SEC-011","beginning_of_year",9,"normal",0.8966,79.52,74.7841,TRUE,10,"end_of_year",88.46,TRUE,85.7377,0,0,0,0,74.7841,1.40039626531694,0.528168661245813,0,15,14.7841,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000527",9,"MATH-ALG2-H","Honors Algebra 2","honors","Y04-SEC-011","end_of_year",10,"normal",0.8966,88.46,85.7377,TRUE,11,"beginning_of_year",80.96,TRUE,80.9346,0,0,0,0,85.7377,2.01322975256072,0.791420918208843,0,15,25.7377,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000527",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y05-SEC-013","beginning_of_year",11,"normal",0.8966,80.96,80.9346,TRUE,12,"end_of_year",82.56,TRUE,81.6528,0,0,0,0,80.9346,1.74450526722434,1.05467317517187,0,15,20.9346,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000527",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y05-SEC-013","end_of_year",12,"normal",0.8966,82.56,81.6528,TRUE,13,"beginning_of_year",84.51,TRUE,83.4367,0,0,0,0,81.6528,1.78468721749991,1.3179254321349,0,15,21.6528,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000527",11,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y06-SEC-023","beginning_of_year",13,"normal",0.8966,84.51,83.4367,TRUE,14,"end_of_year",85.04,TRUE,84.1198,0,0,0,0,83.4367,1.88449309482738,1.58117768909793,0,15,23.4367,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000528",9,"MATH-GEOM","Geometry","regular","Y04-SEC-005","beginning_of_year",9,"high",0.9938,61.86,59.2438,TRUE,10,"end_of_year",69.83,TRUE,67.8558,0,0,0,0,59.2438,0.530945469065975,0.528168661245813,0,14.2438,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000528",9,"MATH-GEOM","Geometry","regular","Y04-SEC-005","end_of_year",10,"high",0.9938,69.83,67.8558,TRUE,11,"beginning_of_year",70.58,TRUE,69.7602,0,0,0,0,67.8558,1.01277080431132,0.791420918208843,0,15,7.8558,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000528",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y05-SEC-011","beginning_of_year",11,"high",0.9938,70.58,69.7602,TRUE,12,"end_of_year",78.38,TRUE,76.601,0,0,0,0,69.7602,1.11931843185908,1.05467317517187,0,15,9.7602,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000528",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y05-SEC-011","end_of_year",12,"high",0.9938,78.38,76.601,TRUE,13,"beginning_of_year",72.39,TRUE,72.5311,0,0,0,0,76.601,1.50204843108648,1.3179254321349,0,15,16.601,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000528",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y06-SEC-011","beginning_of_year",13,"high",0.9938,72.39,72.5311,TRUE,14,"end_of_year",84.35,TRUE,82.0985,0,0,0,0,72.5311,1.27434511804479,1.58117768909793,0,15,12.5311,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000529",9,"MATH-GEOM","Geometry","regular","Y04-SEC-005","beginning_of_year",9,"at_risk",0.7399,60.6,58.1793,TRUE,10,"end_of_year",65.99,TRUE,64.4712,0,0,0,0,58.1793,0.471388679775604,0.528168661245813,0,13.1793,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000529",9,"MATH-GEOM","Geometry","regular","Y04-SEC-005","end_of_year",10,"at_risk",0.7399,65.99,64.4712,TRUE,11,"beginning_of_year",0,FALSE,NA,1,1,0,0,64.4712,0.823408747916595,0.791420918208843,0,15,4.4712,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000529",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y05-SEC-011","beginning_of_year",11,"at_risk",0.7399,0,NA,FALSE,12,"end_of_year",68.88,TRUE,67.8776,0,0,1,1,65.00405,0.853220711442546,1.05467317517187,0,15,5.00405000000001,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000529",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y05-SEC-011","end_of_year",12,"at_risk",0.7399,68.88,67.8776,TRUE,13,"beginning_of_year",0,FALSE,NA,1,1,0,0,67.8776,1.01399047364578,1.3179254321349,0,15,7.8776,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000529",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y06-SEC-011","beginning_of_year",13,"at_risk",0.7399,0,NA,FALSE,14,"end_of_year",73.17,TRUE,72.0395,0,0,1,1,60.6194,0.60790772303294,1.58117768909793,0,15,0.619399999999999,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000530",9,"MATH-GEOM","Geometry","regular","Y04-SEC-003","beginning_of_year",9,"at_risk",0.7433,43.34,43.5976,TRUE,10,"end_of_year",50.92,TRUE,49.8164,0,0,0,0,43.5976,-0.34443023463999,0.528168661245813,1.4024,0,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000530",9,"MATH-GEOM","Geometry","regular","Y04-SEC-003","end_of_year",10,"at_risk",0.7433,50.92,49.8164,TRUE,11,"beginning_of_year",51.39,TRUE,51.0755,0,0,0,0,49.8164,0.00350002486114487,0.791420918208843,0,4.8164,0,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000530",10,"MATH-ALG2","Algebra 2","regular","Y05-SEC-006","beginning_of_year",11,"at_risk",0.7433,51.39,51.0755,TRUE,12,"end_of_year",0,FALSE,NA,1,1,0,0,51.0755,0.0739443211462606,1.05467317517187,0,6.0755,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000530",10,"MATH-ALG2","Algebra 2","regular","Y05-SEC-006","end_of_year",12,"at_risk",0.7433,0,NA,FALSE,13,"beginning_of_year",51.38,TRUE,51.2749,0,0,1,1,45.79015,-0.221761152104901,1.3179254321349,0,0.790149999999997,0,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000530",11,"MATH-PRECALC","Precalculus","regular","Y06-SEC-015","beginning_of_year",13,"at_risk",0.7433,51.38,51.2749,TRUE,14,"end_of_year",57.99,TRUE,56.8855,0,0,0,0,51.2749,0.0851003791871251,1.58117768909793,0,6.2749,0,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000531",9,"MATH-GEOM","Geometry","regular","Y04-SEC-004","beginning_of_year",9,"normal",0.9361,21.85,25.4422,TRUE,10,"end_of_year",31.83,TRUE,31.294,1,1,0,0,25.4422,-1.36019099770471,0.528168661245813,19.5578,0,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000531",9,"MATH-GEOM","Geometry","regular","Y04-SEC-004","end_of_year",10,"normal",0.9361,31.83,31.294,TRUE,11,"beginning_of_year",25.78,TRUE,26.9964,1,1,0,0,31.294,-1.03279370360477,0.791420918208843,13.706,0,0,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000531",10,"MATH-ALG2","Algebra 2","regular","Y05-SEC-006","beginning_of_year",11,"normal",0.9361,25.78,26.9964,TRUE,12,"end_of_year",36.38,TRUE,35.3848,1,1,0,0,26.9964,-1.27323640689673,1.05467317517187,18.0036,0,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000531",10,"MATH-ALG2","Algebra 2","regular","Y05-SEC-006","end_of_year",12,"normal",0.9361,36.38,35.3848,TRUE,13,"beginning_of_year",31.55,TRUE,32.4524,1,1,0,0,35.3848,-0.803921074549767,1.3179254321349,9.6152,0,0,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000531",11,"MATH-PRECALC","Precalculus","regular","Y06-SEC-015","beginning_of_year",13,"normal",0.9361,31.55,32.4524,TRUE,14,"end_of_year",38.1,TRUE,37.5993,1,1,0,0,32.4524,-0.967983384474693,1.58117768909793,12.5476,0,0,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000532",9,"MATH-GEOM","Geometry","regular","Y04-SEC-007","beginning_of_year",9,"normal",0.8654,35.47,36.9488,TRUE,10,"end_of_year",40.56,TRUE,40.187,1,1,0,0,36.9488,-0.716418192022628,0.528168661245813,8.0512,0,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000532",9,"MATH-GEOM","Geometry","regular","Y04-SEC-007","end_of_year",10,"normal",0.8654,40.56,40.187,TRUE,11,"beginning_of_year",39.67,TRUE,39.904,1,1,0,0,40.187,-0.535246942534531,0.791420918208843,4.813,0,0,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000532",10,"MATH-ALG2","Algebra 2","regular","Y05-SEC-006","beginning_of_year",11,"normal",0.8654,39.67,39.904,TRUE,12,"end_of_year",47.35,TRUE,46.355,1,0,0,0,39.904,-0.551080264628636,1.05467317517187,5.096,0,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2023-2024",5,"SYN-SIS-000532",10,"MATH-ALG2","Algebra 2","regular","Y05-SEC-006","end_of_year",12,"normal",0.8654,47.35,46.355,TRUE,13,"beginning_of_year",44.76,TRUE,45.0595,1,1,0,0,46.355,-0.19015884827149,1.3179254321349,0,1.355,0,-1.46957615897682e-15,1,-7.34788079488412e-16,1
"2024-2025",6,"SYN-SIS-000532",11,"MATH-PRECALC","Precalculus","regular","Y06-SEC-014","beginning_of_year",13,"normal",0.8654,44.76,45.0595,TRUE,14,"end_of_year",42.68,TRUE,43.1314,1,1,0,0,45.0595,-0.262639656656342,1.58117768909793,0,0.0594999999999999,0,-1.96067283990894e-15,-1,1,-9.80336419954471e-16
"2022-2023",4,"SYN-SIS-000533",9,"MATH-ALG1","Algebra 1","regular","Y04-SEC-002","beginning_of_year",9,"high",0.9936,39.16,40.0662,TRUE,10,"end_of_year",49.62,TRUE,48.2524,1,0,0,0,40.0662,-0.542005477195195,0.528168661245813,4.9338,0,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
