"account_id","segment","region","implementation_complexity","contract_value","tenure_months","product_usage_rate","active_seats_ratio","training_completion_rate","support_tickets_90d","avg_response_hours","prior_incident","escalation_flag"
"ACCT-0846","Enterprise","South","High",31767,53,0.5458,0.5859,0.4126,6,28.5,1,0
"ACCT-0847","Mid-Market","South","Medium",71677,26,0.5272,0.4137,0.5774,3,16.62,1,0
"ACCT-0848","Enterprise","West","Medium",47776,63,0.7198,0.768,0.4238,2,15.66,0,0
"ACCT-0849","Enterprise","North","Low",82019,17,0.8983,0.7779,0.6613,2,9.87,0,0
"ACCT-0850","Enterprise","North","Medium",59266,28,0.9071,0.8616,0.8813,1,7.11,0,0
"ACCT-0851","Enterprise","East","Medium",74738,8,0.99,0.7448,0.5568,1,7.63,0,0
"ACCT-0852","Strategic","South","Low",396563,12,0.6962,0.5586,0.657,2,7.73,0,0
"ACCT-0853","SMB","South","Low",12565,21,0.5249,0.4317,0.6317,6,11.07,0,0
"ACCT-0854","Enterprise","North","Medium",80612,28,0.668,0.6789,0.6491,0,8.08,0,0
"ACCT-0855","SMB","East","Medium",24465,53,0.5902,0.6139,0.4555,0,6.79,0,0
"ACCT-0856","Mid-Market","North","Low",22213,16,0.6811,0.7524,0.5387,0,11.93,0,0
"ACCT-0857","Enterprise","North","Medium",83587,50,0.8578,0.8238,NA,2,13.22,0,0
"ACCT-0858","Mid-Market","North","Low",41010,37,0.5902,0.5054,NA,1,2.8,0,0
"ACCT-0859","Enterprise","East","Medium",95229,9,0.6925,0.755,NA,4,12.33,0,0
"ACCT-0860","SMB","South","Medium",20973,30,0.789,0.9044,0.6182,1,10.73,0,0
"ACCT-0861","Enterprise","South","Low",36878,25,0.6023,0.6811,0.6341,1,15.16,0,0
"ACCT-0862","Enterprise","West","High",28849,17,0.2833,0.3101,0.2028,8,48.57,1,1
"ACCT-0863","Mid-Market","West","Low",20912,9,0.6644,0.8028,0.7647,3,12.93,0,0
"ACCT-0864","SMB","West","Low",7128,10,0.6435,0.7164,0.4933,2,11.98,0,0
"ACCT-0865","Mid-Market","South","Low",20900,21,0.4848,0.8017,0.5071,2,15.93,0,0
"ACCT-0866","SMB","South","Low",18130,29,0.8468,0.8387,0.737,1,13.98,1,0
"ACCT-0867","Mid-Market","West","High",49129,73,0.5587,0.4548,0.552,4,31.36,1,0
"ACCT-0868","Enterprise","East","Medium",61961,25,0.9497,0.8272,0.5994,1,12.39,0,0
"ACCT-0869","Enterprise","East","Low",78657,45,0.99,0.7831,0.782,2,17.47,0,0
"ACCT-0870","Enterprise","South","Low",62149,20,0.4533,0.6422,0.4596,8,12.14,1,0
"ACCT-0871","SMB","South","Medium",10013,35,0.4193,0.1742,0.1816,1,5.38,0,0
"ACCT-0872","Enterprise","North","Low",126142,18,0.7535,0.6181,0.6025,3,27.29,0,0
"ACCT-0873","Mid-Market","North","High",20541,37,0.4915,0.5374,0.5197,2,11.31,0,0
"ACCT-0874","Enterprise","South","High",112665,9,0.4683,0.3258,0.4477,3,18.59,0,0
"ACCT-0875","Enterprise","East","High",117598,11,0.5886,0.6808,0.4423,1,11.71,1,0
"ACCT-0876","Mid-Market","North","Low",71529,47,0.7179,0.6958,NA,0,5.11,0,0
"ACCT-0877","SMB","West","Low",17105,4,0.652,0.5989,0.6493,4,9.36,0,1
"ACCT-0878","Enterprise","West","Medium",73986,27,0.8278,0.7343,0.6913,2,41.13,0,0
"ACCT-0879","Mid-Market","East","Low",25164,21,0.6494,0.6256,0.255,6,17.85,0,1
"ACCT-0880","Mid-Market","North","High",40526,69,0.3435,0.6497,0.3905,4,11.67,0,0
"ACCT-0881","SMB","East","Low",24063,20,0.7131,0.5822,0.8068,1,17.53,0,0
"ACCT-0882","SMB","West","Low",20112,20,0.6163,0.4369,0.5739,1,11.94,0,0
"ACCT-0883","Mid-Market","West","Low",54790,40,0.7867,0.6563,0.6427,2,15.39,0,0
"ACCT-0884","SMB","South","High",8321,55,0.4241,0.2954,0.2971,4,33.32,0,1
"ACCT-0885","SMB","East","High",8895,5,0.3186,0.5486,0.2823,7,37.42,1,1
"ACCT-0886","Strategic","South","Medium",178651,36,0.4838,0.56,0.4015,4,19.6,1,0
"ACCT-0887","Mid-Market","East","Medium",71932,29,0.7373,0.5023,0.6091,2,9.46,0,0
"ACCT-0888","SMB","West","Medium",21634,52,0.769,0.6071,0.6947,3,12.81,0,0
"ACCT-0889","SMB","East","Low",10563,10,0.8895,0.77,0.5265,4,7.64,0,0
"ACCT-0890","SMB","West","Medium",12136,15,0.7707,0.839,0.7888,2,11.93,0,0
"ACCT-0891","Enterprise","East","Medium",48324,3,0.6043,0.406,0.6712,1,15.43,0,0
"ACCT-0892","Mid-Market","North","Low",40204,83,0.6885,0.5946,0.5651,1,5.7,0,0
"ACCT-0893","Mid-Market","South","Low",10584,20,0.6059,0.7556,0.5265,2,6.02,0,0
"ACCT-0894","SMB","North","Medium",21534,34,0.5189,0.5914,0.596,8,9.78,1,0
"ACCT-0895","Mid-Market","West","Medium",24929,13,0.8277,0.7716,0.6444,2,19.2,1,0
"ACCT-0896","Enterprise","West","Low",162066,14,0.8495,0.9535,0.7332,2,17.43,0,0
"ACCT-0897","SMB","West","Medium",10719,26,0.5915,0.5778,0.4527,2,3.92,0,0
"ACCT-0898","SMB","South","Medium",33858,14,0.8568,0.513,0.7498,0,20.26,0,0
"ACCT-0899","SMB","West","Medium",15822,40,0.6413,0.6988,0.6443,6,17.1,1,0
"ACCT-0900","SMB","South","Low",15387,55,0.4686,0.5451,NA,4,24.22,0,0
"ACCT-0901","Mid-Market","South","Medium",57311,10,0.6119,0.5279,0.5333,2,9.17,0,0
"ACCT-0902","Mid-Market","West","Low",46482,19,0.6912,0.6929,0.6024,2,14.91,0,0
"ACCT-0903","SMB","South","Low",22274,49,0.6452,0.5045,NA,4,32.92,0,0
"ACCT-0904","Mid-Market","North","Low",33407,42,0.7947,0.8403,0.7574,2,11.66,0,0
"ACCT-0905","SMB","South","High",11447,37,0.4156,0.4541,NA,4,48.36,0,0
"ACCT-0906","SMB","West","Low",13361,40,0.7028,0.7229,0.6419,2,14.05,0,0
"ACCT-0907","Mid-Market","South","High",59082,44,0.6587,0.4224,0.5017,1,6.75,1,0
"ACCT-0908","SMB","South","High",13090,30,0.4061,0.3703,0.342,5,27.1,0,1
"ACCT-0909","Strategic","North","Medium",132565,24,0.667,0.6941,NA,1,11.1,0,1
"ACCT-0910","SMB","West","Medium",12155,73,0.6221,0.5055,0.4466,6,28.63,0,1
"ACCT-0911","Mid-Market","East","High",26133,11,0.442,0.6961,0.475,6,21.21,1,0
"ACCT-0912","Enterprise","West","Low",112574,8,0.8719,0.8595,0.7994,0,10.39,1,0
"ACCT-0913","SMB","South","Medium",28974,10,0.3471,0.272,0.4128,5,15.69,0,0
"ACCT-0914","Mid-Market","East","Low",51672,57,0.4174,0.3702,0.5765,1,10.81,0,0
"ACCT-0915","SMB","North","High",14481,35,0.371,0.4284,0.198,5,20.36,0,0
"ACCT-0916","Enterprise","North","Low",75936,25,0.99,0.8807,0.8424,1,12.29,0,0
"ACCT-0917","SMB","East","High",7741,54,0.8067,0.6219,0.6693,3,35.84,0,1
"ACCT-0918","SMB","South","Low",17972,32,0.5174,0.5012,0.5048,4,41.42,0,0
"ACCT-0919","SMB","West","High",7595,48,0.6261,0.4427,0.4271,6,14.32,0,0
"ACCT-0920","Mid-Market","North","Medium",68180,25,0.7099,0.6044,0.5981,1,18.76,0,0
"ACCT-0921","Enterprise","West","Low",53366,10,0.678,0.5187,0.5666,4,8.34,1,0
"ACCT-0922","Mid-Market","North","Medium",51371,18,0.4609,0.4596,0.5194,2,9.71,0,0
"ACCT-0923","SMB","North","Medium",24790,23,0.6538,0.8282,0.6132,4,12.63,1,0
"ACCT-0924","SMB","West","Medium",10776,33,0.5659,0.4836,0.4073,2,7.9,0,0
"ACCT-0925","Enterprise","North","High",43636,84,0.4851,0.3759,0.4113,3,38.32,0,0
"ACCT-0926","Enterprise","North","High",56859,21,0.4953,0.794,0.4319,2,20,0,0
"ACCT-0927","Enterprise","North","Medium",29854,21,0.5869,0.5024,0.3668,2,14.49,0,0
"ACCT-0928","Mid-Market","North","Medium",22872,14,0.8769,0.8605,0.7491,1,10.64,0,0
"ACCT-0929","Mid-Market","East","Medium",49171,11,0.6521,0.3815,0.5277,1,13.77,0,0
"ACCT-0930","Mid-Market","South","Low",43521,36,0.7185,0.5332,0.5609,1,8.5,1,0
"ACCT-0931","Mid-Market","East","Medium",39403,32,0.4553,0.5911,0.3104,3,16.96,0,0
"ACCT-0932","SMB","South","Medium",13033,47,0.42,0.349,0.2629,7,17.82,1,0
"ACCT-0933","Mid-Market","North","Low",66109,14,0.7884,0.5772,0.684,1,21.2,0,0
"ACCT-0934","Mid-Market","North","Low",70707,65,0.446,0.4168,0.2983,7,14.27,1,1
"ACCT-0935","SMB","North","Medium",28362,85,0.3097,0.4839,0.4479,5,22.37,1,0
"ACCT-0936","Enterprise","South","High",70728,30,0.6852,0.5546,0.9178,4,21.83,0,0
"ACCT-0937","SMB","South","Medium",9053,9,0.3828,0.4028,0.6155,4,9.25,0,0
"ACCT-0938","Enterprise","West","Medium",62967,23,0.9827,0.8853,0.7329,1,11.68,0,0
"ACCT-0939","Enterprise","West","Medium",50976,18,0.486,0.6705,0.3339,2,12.45,0,0
"ACCT-0940","Enterprise","South","High",100636,42,0.712,0.5308,0.538,5,27.88,0,0
"ACCT-0941","Enterprise","East","High",78763,51,0.9118,0.7398,0.8638,2,16.47,0,0
"ACCT-0942","Mid-Market","North","Low",27259,25,0.9743,0.8319,0.7626,0,12.83,0,0
"ACCT-0943","Strategic","North","Low",85369,29,0.7449,0.681,0.6065,3,8.69,0,0
"ACCT-0944","Strategic","East","Medium",70105,55,0.9875,0.99,1,6,42.24,1,0
"ACCT-0945","Mid-Market","East","Low",18865,7,0.7207,0.6225,0.6276,1,18.96,0,1
"ACCT-0946","Mid-Market","South","High",44580,9,0.4395,0.309,0.2538,7,34.3,1,1
"ACCT-0947","Mid-Market","South","Medium",35158,29,0.7603,0.7863,0.6783,0,22.58,0,0
"ACCT-0948","Enterprise","East","High",86308,22,0.4804,0.6053,0.3801,6,26.59,0,0
"ACCT-0949","SMB","West","Medium",24261,71,0.6966,0.6668,0.74,0,5.2,1,0
"ACCT-0950","Enterprise","East","Medium",120938,12,0.9036,0.9026,0.9319,0,10.92,0,0
"ACCT-0951","Mid-Market","East","Low",29347,61,0.7898,0.5368,0.5855,1,7.33,0,0
"ACCT-0952","Enterprise","South","Medium",48747,10,0.7692,0.7232,0.695,3,7.09,0,0
"ACCT-0953","Mid-Market","North","Low",38804,59,0.7497,0.6404,0.6284,2,10.4,1,0
"ACCT-0954","Mid-Market","North","Medium",57029,79,0.7621,0.821,0.9543,2,3.68,1,0
"ACCT-0955","SMB","South","Medium",15162,8,0.6118,0.6319,0.4478,2,5.63,0,0
"ACCT-0956","SMB","East","Medium",12364,54,0.5955,0.4962,0.4901,5,26.7,0,0
"ACCT-0957","Enterprise","East","Medium",54277,28,0.5249,0.502,0.542,1,15.38,0,1
"ACCT-0958","SMB","North","Low",14795,42,0.7648,0.6878,0.6013,1,11.44,0,0
"ACCT-0959","Mid-Market","West","Medium",62414,7,0.8736,0.7362,0.6595,1,8.94,0,0
"ACCT-0960","Mid-Market","North","High",21912,96,0.5409,0.5374,0.2994,5,54.38,1,0
"ACCT-0961","SMB","South","Medium",7500,34,0.5575,0.2964,0.7421,4,16.2,1,1
"ACCT-0962","Mid-Market","East","Low",55494,53,0.5138,0.6997,0.4314,0,24.64,1,0
"ACCT-0963","Mid-Market","South","High",22154,32,0.6773,0.4771,0.5929,6,19.94,0,0
"ACCT-0964","SMB","South","Medium",17444,34,0.7529,0.7448,0.743,3,8.1,0,0
"ACCT-0965","Enterprise","West","Low",79339,22,0.9565,0.7642,0.9775,0,15.18,0,0
"ACCT-0966","SMB","South","Medium",17806,9,0.585,0.7498,0.275,6,10.47,1,0
"ACCT-0967","Enterprise","West","Low",228478,20,0.8684,0.6715,0.8012,1,11.53,0,0
"ACCT-0968","Mid-Market","West","High",40318,46,0.5425,0.5501,0.2407,5,12.91,0,1
"ACCT-0969","SMB","East","Low",15723,37,0.877,0.8424,0.8386,1,15.45,0,0
"ACCT-0970","SMB","East","Low",21246,78,0.6532,0.6527,0.7158,4,10.59,1,0
"ACCT-0971","Enterprise","North","Medium",51910,49,0.7026,0.779,0.7825,0,24.63,0,0
"ACCT-0972","SMB","West","High",10961,21,0.4018,0.4066,0.2751,4,32.91,0,1
"ACCT-0973","SMB","North","High",13280,8,0.1178,0.2426,NA,9,35.87,1,1
"ACCT-0974","Enterprise","North","Medium",48199,27,0.8951,0.8681,0.8097,0,16.01,1,0
"ACCT-0975","Enterprise","North","Low",68693,26,0.7987,0.6962,0.5143,4,6.73,0,0
"ACCT-0976","Enterprise","North","Medium",139394,36,0.7394,0.6818,0.757,6,24.66,0,0
"ACCT-0977","Mid-Market","South","Low",32712,17,0.8301,0.7732,0.7615,3,9.34,1,0
"ACCT-0978","Mid-Market","East","Medium",32757,21,0.697,0.7152,NA,3,20.18,0,0
"ACCT-0979","SMB","East","Medium",11600,24,0.6912,0.4113,0.5753,7,34.36,0,0
"ACCT-0980","Enterprise","West","Low",78334,34,0.8401,0.7791,0.7716,1,16.98,0,0
"ACCT-0981","Enterprise","West","Medium",51431,17,0.4961,0.4234,0.4337,1,6.52,0,0
"ACCT-0982","Strategic","East","Low",182647,30,0.7244,0.7333,0.64,0,7.82,1,0
"ACCT-0983","Mid-Market","West","Medium",38595,24,0.4512,0.4181,NA,3,25.68,0,0
"ACCT-0984","Mid-Market","East","Medium",35728,15,0.6008,0.4124,0.4981,2,10.12,0,0
"ACCT-0985","Mid-Market","South","Low",50863,12,0.8749,0.6469,0.7651,3,21.38,0,0
"ACCT-0986","Mid-Market","West","Low",62988,25,0.6028,0.6983,0.6345,0,14.92,0,0
"ACCT-0987","Mid-Market","West","High",29526,12,0.5288,0.5285,0.4124,7,51.16,1,1
"ACCT-0988","Strategic","West","High",319969,31,0.6782,0.8177,0.5198,9,6.95,1,0
"ACCT-0989","Enterprise","South","High",50231,14,0.5459,0.858,NA,1,22.5,1,0
"ACCT-0990","Mid-Market","West","Medium",45960,23,0.6258,0.464,0.7661,0,8.28,0,0
"ACCT-0991","Enterprise","North","Medium",75601,64,0.6818,0.5063,0.8209,1,9.62,0,0
"ACCT-0992","Mid-Market","North","High",35326,31,0.7211,0.5579,0.5024,3,10.73,1,0
"ACCT-0993","Mid-Market","North","High",34012,22,0.4238,0.4275,0.4396,4,18.54,1,1
"ACCT-0994","Strategic","North","Medium",193903,25,0.906,0.7941,0.7586,0,14.74,0,0
"ACCT-0995","Mid-Market","South","Low",22928,7,0.9157,0.7689,NA,1,18.37,0,0
"ACCT-0996","SMB","South","Medium",18353,23,0.3598,0.3275,0.451,4,21.98,0,0
"ACCT-0997","Strategic","North","High",236001,24,0.4516,0.3175,NA,7,11.42,1,0
"ACCT-0998","Enterprise","North","Medium",110253,26,0.754,0.7831,0.6938,3,6.75,0,0
"ACCT-0999","Mid-Market","East","Medium",29381,9,0.7622,0.6524,0.7512,4,13.59,0,0
"ACCT-1000","Mid-Market","South","Low",44723,66,0.643,0.6708,0.2329,2,14.15,0,0
"ACCT-1001","Enterprise","East","Medium",158510,9,0.8904,0.8163,0.843,1,13.93,0,0
"ACCT-1002","Enterprise","South","Low",259481,21,0.7711,0.8289,0.7326,3,16.32,0,0
"ACCT-1003","Mid-Market","North","Medium",29586,94,0.4475,0.4045,0.3784,6,23.15,1,0
"ACCT-1004","SMB","East","High",16554,15,0.83,0.7517,0.5371,2,15.78,0,1
"ACCT-1005","Mid-Market","North","Medium",33965,96,0.7118,0.6126,0.8126,2,5.91,1,0
"ACCT-1006","SMB","West","Low",12918,57,0.7863,0.8519,0.8323,2,14.91,0,0
"ACCT-1007","SMB","North","Low",14229,34,0.3316,0.5654,0.4815,5,29.28,0,0
"ACCT-1008","SMB","North","Medium",22315,5,0.8169,0.834,0.7626,3,15.67,1,0
"ACCT-1009","SMB","North","Low",5041,24,0.6575,0.6959,0.7249,4,22.84,1,0
"ACCT-1010","Strategic","South","Medium",107270,12,0.7763,0.666,0.5542,1,10.43,0,0
"ACCT-1011","Enterprise","North","Low",37393,33,0.7131,0.804,0.7092,0,10.98,0,0
"ACCT-1012","Mid-Market","East","High",18505,14,0.4383,0.3998,0.2933,5,12.16,0,0
"ACCT-1013","SMB","West","Medium",27893,36,0.5936,0.5536,0.7517,8,9.49,0,0
"ACCT-1014","Enterprise","West","Medium",126090,38,0.8183,0.7207,0.5777,0,6.27,0,0
"ACCT-1015","Mid-Market","East","Low",19974,41,0.8729,0.7653,0.787,3,11.09,0,0
"ACCT-1016","Mid-Market","South","Low",38919,38,0.6944,0.8757,0.5944,0,6.93,0,0
"ACCT-1017","Mid-Market","East","High",42685,60,0.4266,0.5369,0.2723,4,38.12,0,0
"ACCT-1018","Enterprise","North","Low",145093,15,0.695,0.7163,0.4633,4,46.37,0,0
"ACCT-1019","SMB","West","Low",24552,50,0.6593,0.686,0.5895,2,15.7,1,0
"ACCT-1020","SMB","West","Low",12365,7,0.7628,0.7961,0.8603,5,16.38,0,0
"ACCT-1021","SMB","North","Low",19896,55,0.7784,0.7074,0.8145,5,6.68,0,0
"ACCT-1022","Strategic","North","High",184870,53,0.4949,0.52,0.6266,3,19.07,1,0
"ACCT-1023","Mid-Market","West","Medium",51147,12,0.8203,0.6889,0.6009,1,14.83,0,1
"ACCT-1024","SMB","South","Medium",21952,15,0.624,0.5814,0.8158,1,19.86,0,0
"ACCT-1025","Enterprise","East","Low",141576,23,0.7808,0.6508,0.9622,0,8.49,0,0
"ACCT-1026","Enterprise","West","Medium",109051,21,0.7018,0.8133,0.661,4,13.79,1,0
"ACCT-1027","SMB","West","Low",14547,57,0.4366,0.3987,0.572,1,3.54,0,1
"ACCT-1028","SMB","South","High",7310,42,0.4834,0.7878,0.2816,6,17.46,1,0
"ACCT-1029","Strategic","East","Low",125107,64,0.7947,0.6574,0.7002,3,18.69,0,0
"ACCT-1030","SMB","East","High",31771,19,0.5475,0.3964,NA,2,15.24,1,1
"ACCT-1031","Mid-Market","East","Medium",31702,23,0.3604,0.6525,0.5513,1,9.59,1,0
"ACCT-1032","Enterprise","South","Medium",123215,15,0.727,0.8977,0.5858,6,13.94,0,1
"ACCT-1033","Enterprise","North","Medium",73197,76,0.4521,0.424,0.5563,2,2.86,0,0
"ACCT-1034","Mid-Market","South","Medium",79813,39,0.4137,0.3385,0.3731,2,5.86,1,0
"ACCT-1035","SMB","North","Low",20492,58,0.7853,0.7384,0.6975,4,15.66,0,1
"ACCT-1036","Mid-Market","South","Low",39572,66,0.7231,0.6159,NA,1,12.98,0,0
"ACCT-1037","SMB","West","Medium",31732,42,0.6862,0.9625,0.8059,2,4.42,1,0
"ACCT-1038","Mid-Market","North","Medium",32672,24,0.7424,0.666,0.7383,3,15.82,0,1
"ACCT-1039","SMB","North","Low",9007,83,0.5613,0.3442,0.5656,4,15.13,0,0
"ACCT-1040","Mid-Market","South","High",47764,36,0.5911,0.3373,0.261,2,21.14,0,0
"ACCT-1041","SMB","North","Medium",4070,95,0.4132,0.419,0.3537,2,8.52,0,0
"ACCT-1042","Enterprise","South","Low",69884,11,0.99,0.8644,0.8474,2,5.76,0,0
"ACCT-1043","SMB","East","Low",12845,34,0.7279,0.7244,NA,1,11.5,0,0
"ACCT-1044","SMB","West","Low",23526,38,0.8223,0.6753,0.9107,3,28.02,0,0
"ACCT-1045","SMB","West","Medium",30208,22,0.8331,0.7909,0.6521,2,7.11,0,0
"ACCT-1046","SMB","North","Medium",21761,17,0.477,0.42,0.7103,5,17.4,0,0
"ACCT-1047","Mid-Market","North","Low",20011,17,0.9312,0.7963,0.8589,0,8.74,0,0
"ACCT-1048","Mid-Market","East","Medium",15616,33,0.5854,0.5367,0.4034,4,6.97,0,0
"ACCT-1049","Enterprise","South","Medium",81334,47,0.7671,0.6788,0.6464,2,6.18,0,0
"ACCT-1050","Mid-Market","North","Low",29818,54,0.4898,0.4989,0.3692,1,7.8,0,0
"ACCT-1051","Enterprise","South","Medium",58576,24,0.5343,0.6412,0.7604,2,19.26,0,0
"ACCT-1052","Enterprise","East","Medium",134979,4,0.7726,0.8028,0.4416,1,10.91,0,0
"ACCT-1053","Mid-Market","South","High",16869,4,0.638,0.9503,0.4355,5,40.88,0,1
"ACCT-1054","Mid-Market","North","Medium",28623,16,0.8041,0.6766,0.6673,1,11.72,0,0
"ACCT-1055","SMB","North","Low",26599,22,0.7178,0.7639,0.6169,2,22.78,0,1
"ACCT-1056","Mid-Market","South","High",82867,66,0.6469,0.6274,0.3694,4,38.45,0,0
"ACCT-1057","SMB","South","Low",8477,38,0.7612,0.4015,0.7607,3,18.77,0,0
"ACCT-1058","Strategic","North","Medium",268389,10,0.7604,0.7729,0.685,1,18.39,0,0
"ACCT-1059","Strategic","North","Low",228737,32,0.7685,0.7314,0.7153,0,5.36,0,0
"ACCT-1060","Mid-Market","South","Medium",45007,13,0.666,0.5246,NA,3,12.35,0,0
"ACCT-1061","Enterprise","North","Low",85443,12,0.9529,0.7965,0.9407,0,12.1,0,0
"ACCT-1062","SMB","East","Low",15653,9,0.8308,0.6564,0.7499,3,11.95,0,0
"ACCT-1063","Mid-Market","North","Medium",45655,21,0.8305,0.6725,0.4049,0,5.29,0,0
"ACCT-1064","SMB","West","High",20063,26,0.4305,0.3527,0.2963,10,42.72,1,1
"ACCT-1065","SMB","West","Low",15130,29,0.5503,0.6914,0.6062,2,5.25,0,0
"ACCT-1066","Enterprise","West","Medium",54679,15,0.8392,0.5241,0.868,2,17.5,0,0
"ACCT-1067","Mid-Market","South","Low",40071,18,0.9423,0.8723,0.8925,1,8.44,0,0
"ACCT-1068","SMB","North","Low",16298,39,0.5936,0.695,NA,2,10.37,1,0
"ACCT-1069","Mid-Market","East","High",35238,12,0.3642,0.3433,0.4109,11,23.59,1,1
"ACCT-1070","SMB","West","High",20284,19,0.7183,0.6341,0.555,2,31.03,0,0
"ACCT-1071","SMB","West","High",10410,20,0.6864,0.8461,0.4389,2,14.5,0,0
"ACCT-1072","Mid-Market","South","Medium",37273,36,0.4982,0.4029,0.7008,3,5.79,0,0
"ACCT-1073","Strategic","North","Low",89264,22,0.7454,0.8225,0.4535,1,7.32,0,0
"ACCT-1074","Enterprise","East","Medium",77480,37,0.6795,0.7902,NA,2,13.92,0,0
"ACCT-1075","SMB","South","Low",15027,10,0.3335,0.507,0.4494,4,11.27,1,0
"ACCT-1076","SMB","West","Medium",7539,80,0.7839,0.789,0.7208,3,12.97,0,0
"ACCT-1077","SMB","North","Low",8209,6,0.3131,0.5182,0.4473,5,13.44,1,0
"ACCT-1078","Enterprise","North","Low",94354,17,0.9679,0.7726,0.8537,1,17.86,0,0
"ACCT-1079","Mid-Market","South","Medium",61160,2,0.6757,0.8572,0.4377,4,6.14,0,1
"ACCT-1080","Strategic","North","Medium",407199,31,0.99,0.9098,0.9311,0,14.14,0,0
"ACCT-1081","Strategic","East","Low",171330,6,0.6574,0.6018,0.6709,0,8.7,0,0
"ACCT-1082","SMB","West","Medium",15207,18,0.417,0.4562,0.2254,5,8.33,1,1
"ACCT-1083","SMB","East","Medium",16103,32,0.5535,0.5123,0.4282,4,20.99,0,1
"ACCT-1084","SMB","West","Medium",13273,24,0.5126,0.6118,0.5265,0,8.67,0,0
"ACCT-1085","SMB","North","Medium",10324,39,0.4283,0.6263,0.4722,3,13.96,0,1
"ACCT-1086","SMB","East","Low",11890,62,0.5547,0.3027,0.5768,0,13.12,0,0
"ACCT-1087","SMB","North","High",10323,25,0.2236,0.4677,0.1642,5,14.92,1,1
"ACCT-1088","Mid-Market","East","Low",41369,9,0.7738,0.6847,0.7926,1,20.08,1,0
"ACCT-1089","Mid-Market","North","High",24929,73,0.563,0.7097,0.5039,7,21.16,1,0
"ACCT-1090","Mid-Market","North","High",71872,27,0.566,0.5362,0.4535,4,15.47,0,1
"ACCT-1091","Enterprise","East","High",105614,68,0.6484,0.7819,0.421,3,23.66,0,0
"ACCT-1092","Mid-Market","South","High",19519,70,0.3092,0.5795,0.3363,6,27.11,0,1
"ACCT-1093","Mid-Market","East","Medium",27428,56,0.8424,0.6835,0.5462,3,18.26,0,1
"ACCT-1094","SMB","East","Low",27644,15,0.7544,0.5516,0.6658,2,15.36,0,0
"ACCT-1095","Mid-Market","West","Low",60208,34,0.8236,0.776,0.529,1,6.8,0,0
"ACCT-1096","SMB","North","Medium",21016,6,0.6261,0.8601,0.9376,1,11.51,1,0
"ACCT-1097","SMB","South","Low",15401,43,0.8848,0.8062,NA,2,25.06,0,0
"ACCT-1098","Mid-Market","East","Low",26288,16,0.4417,0.518,0.4856,3,14.94,0,0
"ACCT-1099","SMB","North","Medium",19962,60,0.7674,0.5395,0.6081,5,15.51,0,0
"ACCT-1100","Mid-Market","North","High",39965,39,0.648,0.4947,0.5199,3,15.98,0,0
"ACCT-1101","Mid-Market","North","Low",56845,42,0.6272,0.5033,0.5584,1,9.79,0,0
"ACCT-1102","Strategic","West","High",138059,44,0.693,0.6813,0.4222,6,11.75,1,1
"ACCT-1103","Enterprise","South","Low",85264,24,0.7034,0.6277,NA,5,12.61,0,0
"ACCT-1104","SMB","North","Medium",8082,70,0.4891,0.4341,0.3152,2,14.85,0,0
"ACCT-1105","Mid-Market","West","Medium",42506,72,0.5552,0.5623,0.6262,1,9.67,1,1
"ACCT-1106","Mid-Market","West","High",41717,39,0.4185,0.3839,NA,8,85.55,1,1
"ACCT-1107","Strategic","South","High",152701,21,0.3346,0.3788,0.3906,8,24.41,1,1
"ACCT-1108","Strategic","East","Medium",82973,46,0.8274,0.7059,NA,3,6.33,0,1
"ACCT-1109","Mid-Market","South","Low",18637,29,0.5911,0.6021,0.3792,0,15.51,0,0
"ACCT-1110","Mid-Market","North","Medium",44207,12,0.3823,0.4659,0.4943,5,19.95,1,1
"ACCT-1111","Mid-Market","North","Medium",72716,40,0.4861,0.6136,0.4003,4,22.98,0,0
"ACCT-1112","SMB","West","Medium",20483,35,0.3619,0.4612,NA,7,15.14,1,0
"ACCT-1113","SMB","West","Low",13621,23,0.5924,0.3237,0.5128,3,17.83,1,1
"ACCT-1114","SMB","North","Low",7357,24,0.727,0.6986,0.8411,0,8.34,0,0
"ACCT-1115","Mid-Market","North","Medium",40666,26,0.5627,0.5641,0.5341,3,28.2,0,0
"ACCT-1116","Mid-Market","West","Low",51920,12,0.8954,0.7898,0.5794,4,7.96,0,0
"ACCT-1117","SMB","West","Low",13649,18,0.4749,0.3717,0.5415,5,18.58,1,1
"ACCT-1118","SMB","East","Medium",16832,7,0.6428,0.6638,0.5624,3,8.28,0,0
"ACCT-1119","Enterprise","East","Medium",144187,14,0.5704,0.5734,0.7837,2,24.57,0,0
"ACCT-1120","SMB","East","Low",14486,30,0.3716,0.4134,0.3083,3,17.57,1,1
"ACCT-1121","Enterprise","West","Medium",30920,19,0.7642,0.7571,0.5114,5,14,1,0
"ACCT-1122","SMB","West","Low",21097,73,0.689,0.6908,0.7177,4,26.41,0,0
"ACCT-1123","Enterprise","West","Low",70039,23,0.692,0.5026,0.7459,1,18.28,0,0
"ACCT-1124","SMB","East","Low",17519,17,0.8529,0.8986,0.8732,2,14.71,0,0
"ACCT-1125","SMB","South","Low",13433,70,0.8251,0.7879,0.8515,0,11.26,0,0
"ACCT-1126","SMB","East","Medium",11668,5,0.8711,0.8066,0.7433,5,8.27,1,1
"ACCT-1127","Enterprise","North","Low",73778,54,0.8071,0.835,0.6122,0,5.75,0,0
